-30.627	149.653	49	DIF	0.87	D
-30.627	149.653	59	BO	0.82	D
-25.739	148.934	999	BO	0	E
-28.89	153.067	80	BO	0.53	B
-28.89	153.067	113	DIF	0.44	D
-28.948	152.903	97	BO	0.52	B
-26.417	149.104	11	BO	0.44	D
-29.339	114.989	86	DIF	2.42	B
-29.339	114.989	99	BO	2.36	B
-26.486	149.076	999	BO	0	E
-25.651	148.985	999	BO	0	E
-26.403	148.935	37	BO	0.55	D
-25.684	149.024	38	DIF	0.93	C
-26.355	149.095	999	BO	0	E
-25.708	148.911	999	BO	0	E
-26.573	149.139	18	BO	0.74	D
-25.635	149.002	999	BO	0	E
-26.53	148.945	33	BO	0.54	D
-25.672	148.965	999	BO	0	E
-26.338	149.024	999	BO	0	E
-34.045	150.782	140	BO	0.63	D
-25.954	148.551	999	BO	0	E
-25.665	148.95	999	BO	0	E
-25.54	148.933	999	BO	0	E
-28.948	152.903	93	BO	0.37	B
-28.948	152.903	97	DIF	0.25	D
-28.811	152.972	61	BO	0.64	A
-25.404	148.939	999	BO	0	E
-25.693	148.938	999	BO	0	E
-28.764	152.921	67	BO	0.34	D
-28.764	152.967	87	BO	0.6	B
-28.764	152.967	82	DIF	0.62	D
-25.796	148.981	999	BO	0	E
-25.631	148.998	999	BO	0	E
-27.072	150.676	999	BO	0	E
-28.774	153.024	74	BO	0.62	C
-28.805	152.939	69	BO	0.59	B
-28.805	152.939	55	DIF	0.68	D
-25.783	149.056	72	DIF	1.04	C
-28.829	153.056	62	BO	0.56	B
-28.829	153.056	55	DIF	0.36	D
-25.678	148.926	999	BO	0	E
-28.734	153.021	81	BO	0.62	B
-31.923	149.687	3	BO	0.26	D
-31.923	149.687	175	DIF	0.26	D
-28.738	153.078	44	BO	0.6	B
-28.766	153.067	63	BO	0.6	D
-29.403	115.061	78	BO	2.14	B
-29.403	115.061	67	DIF	2.61	D
-28.198	140.321	110	BO	2.76	A
-28.198	140.321	106	DIF	2.89	D
-23.084	144.723	999	BO	0	E
-32.647	150.985	73	BO	0.55	D
-31.844	149.699	14	BO	0.28	D
-31.844	149.699	23	DIF	0.27	D
-28.864	153.219	38	BO	0.63	B
-28.914	153.104	48	BO	0.61	D
-16.62	133.579	39	BO	0.99	B
-16.62	133.579	30	DIF	0.48	D
-25.778	149.105	88	DIF	0.79	D
-34.007	150.83	116	BO	0.56	C
-33.986	150.836	103	BO	0.57	C
-30.546	149.654	46	DIF	0.77	B
-30.546	149.654	46	BO	0.72	B
-30.67	149.655	43	BO	0.8	C
-30.67	149.655	44	DIF	0.83	C
-27.156	140.607	120	BO	2.09	A
-27.156	140.607	113	DIF	2.4	D
-33.832	150.803	999	BO	0	E
-30.623	149.607	58	BO	0.74	D
-30.623	149.607	58	DIF	0.79	D
-27.637	140.136	108	BO	2.85	B
-27.637	140.136	109	DIF	2.91	D
-27.812	140.758	88	BO	3.92	A
-27.812	140.758	86	DIF	3.76	D
-27.264	150.968	999	BO	0	E
-27.473	140.336	122	BO	2.89	C
-27.634	140.17	104	BO	2.91	B
-27.634	140.17	101	DIF	2.89	D
-26.517	149.287	21	BO	0.75	D
-26.428	149.371	999	BO	0	E
-30.648	149.696	45	BO	0.74	C
-30.648	149.696	45	DIF	0.93	D
-30.654	149.737	31	BO	0.7	C
-30.654	149.737	34	DIF	0.73	D
-26.521	140.078	74	BO	0.58	B
-26.521	140.078	75	DIF	0.58	D
-27.249	150.196	43	BO	1.14	D
-25.781	148.893	105	DIF	0.41	D
-30.703	149.665	27	BO	0.83	C
-30.703	149.665	24	DIF	0.84	C
-25.761	149.071	999	BO	0	E
-25.73	149.026	999	BO	0	E
-25.799	149.151	82	DIF	0.9	C
-25.799	149.151	88	BO	0.88	D
-26.445	148.921	999	BO	0	E
-26.831	150.271	999	BO	0	E
-26.699	149.111	30	DIF	0.7	D
-26.699	149.111	21	BO	0.74	D
-25.715	148.149	83	DIF	1.19	D
-25.715	148.149	80	BO	1.13	D
-26.803	149.21	26	BO	0.98	D
-27.203	150.967	999	BO	0	E
-25.336	136.146	100	DIF	1.62	C
-25.336	136.146	95	BO	1.87	D
-25.771	148.949	81	DIF	0.56	D
-25.771	148.949	83	BO	0.38	D
-26.964	150.309	53	BO	0.56	D
-26.697	149.179	26	DIF	0.88	D
-26.697	149.179	30	BO	0.92	D
-25.639	149.13	42	DIF	1.1	C
-25.639	149.13	32	BO	1.02	D
-30.596	149.71	50	BO	0.82	D
-30.596	149.71	44	DIF	1.04	D
-30.967	150.012	34	BO	0.6	D
-26.799	149.041	37	BO	0.84	D
-26.527	149.213	24	DIF	0.64	C
-26.527	149.213	30	BO	0.68	D
-25.827	149.106	11	BO	0.62	D
-32.27	143.306	99	BO	1.43	A
-30.651	149.782	49	DIF	0.79	D
-30.651	149.782	48	BO	0.76	D
-25.54	148.824	35	BO	0.86	D
-25.792	148.924	999	BO	0	E
-26.511	149.114	999	BO	0	E
-25.764	148.938	131	BO	0.35	D
-25.764	148.938	134	DIF	0.44	D
-23.087	144.729	999	BO	0	E
-26.462	148.639	40	DIF	0.44	D
-26.462	148.639	35	BO	0.57	D
-23.086	144.727	999	BO	0	E
-25.994	148.531	46	DIF	0.12	D
-23.09	144.727	13	BO	0.99	C
-30.222	149.792	57	BO	0.72	C
-30.222	149.792	57	DIF	0.59	D
-25.722	148.936	999	BO	0	E
-23.09	144.732	18	BO	0.97	D
-25.446	148.86	999	BO	0	E
-26.495	149.365	999	BO	0	E
-23.086	144.731	20	BO	0.97	D
-25.827	148.942	999	BO	0	E
-32.164	150.652	88	BO	0.5	C
-30.52	150.18	33	BO	0.38	D
-25.49	148.921	36	DIF	0.35	D
-25.49	148.921	50	BO	0.37	D
-26.439	148.8	9	BO	0.66	D
-25.291	148.851	31	BO	0.31	D
-25.292	148.928	100	BO	0.76	D
-25.734	149.005	65	DIF	1.46	A
-32.133	151.944	121	BO	0.66	C
-26.683	148.992	33	BO	0.8	D
-25.342	148.878	999	BO	0	E
-25.608	148.765	61	BO	0.61	C
-25.608	148.765	60	DIF	0.88	D
-30.184	149.719	71	DIF	0.71	D
-30.184	149.719	63	BO	0.74	D
-30.698	150.229	39	BO	0.5	C
-30.698	150.229	40	DIF	0.29	D
-31.429	149.632	177	BO	0.6	D
-25.608	148.811	52	DIF	0.77	D
-29.29	149.797	116	BO	0.44	D
-25.815	149.678	999	BO	0	E
-31.356	150.325	124	BO	0.41	D
-29.526	149.117	177	BO	0.42	D
-27.475	150.712	36	BO	0.67	C
-25.735	149.083	64	DIF	1.18	B
-31.505	150.61	134	BO	0.73	C
-31.505	150.61	148	DIF	0.36	D
-32.135	150.8	97	BO	0.56	D
-31.219	150.158	37	BO	0.66	D
-23.647	148.263	10	BO	1.19	A
-23.647	148.263	10	BO	1.24	C
-23.465	148.315	21	BO	0.55	D
-26.931	150.15	80	BO	0.91	D
-24.91	148.787	38	BO	0.56	D
-26.187	149.56	78	DIF	0.58	D
-26.187	149.56	85	BO	0.58	D
-27.434	139.72	999	BO	0	E
-25.61	148.822	43	DIF	0.69	D
-25.61	148.822	46	BO	0.38	D
-31.217	148.865	134	BO	0.62	D
-23.784	148.323	24	BO	1.25	C
-31.456	149.026	18	BO	0.72	D
-31.897	150.642	92	BO	1.29	C
-22.837	144.667	999	BO	0	E
-27.185	151.127	999	BO	0	E
-27.427	139.715	999	BO	0	E
-30.452	149.716	51	BO	0.71	C
-31.467	149.847	14	BO	0.81	C
-31.467	149.847	21	DIF	0.66	D
-26.882	150.338	77	DIF	0.59	D
-26.184	149.455	85	DIF	0.53	D
